english,ipa,audio
punctured,pˈʌŋktʃɚd,assets_small\punctured.wav
weetingly,wˈiːɾɪŋli,assets_small\weetingly.wav
seatworks,sˈiːtwɜːks,assets_small\seatworks.wav
workingwoman,wˈɜːkɪŋwˌʊmən,assets_small\workingwoman.wav
xerophytic,zˌiəɹəfˈɪɾɪk,assets_small\xerophytic.wav
mercuric,mɜːkjˈʊɹɹɪk,assets_small\mercuric.wav
powderier,pˈaʊdɚɹiɚ,assets_small\powderier.wav
skewwhiff,skjˈuːwɪf,assets_small\skewwhiff.wav
orgones,ˈɔːɹɡɑːnz,assets_small\orgones.wav
transfard,tɹænsfˈɑːɹd,assets_small\transfard.wav
understudy,ˌʌndɚstˈʌdi,assets_small\understudy.wav
perduellions,pɜːdˈuːliənz,assets_small\perduellions.wav
royster,ɹˈɔɪstɚ,assets_small\royster.wav
interfolding,ˌɪntɚfˈoʊldɪŋ,assets_small\interfolding.wav
enurements,ɪnjˈʊɹmənts,assets_small\enurements.wav
lemniscus,lˈɛmnɪskəs,assets_small\lemniscus.wav
gimcracks,ɡˈɪmkɹæks,assets_small\gimcracks.wav
nations,nˈeɪʃənz,assets_small\nations.wav
loblollies,lˈɑːblɑːliz,assets_small\loblollies.wav
gad,ɡˈæd,assets_small\gad.wav
rotguts,ɹˈɑːtɡʌts,assets_small\rotguts.wav
copygirl,kˈɑːpɪɡˌɜːl,assets_small\copygirl.wav
streekers,stɹˈiːkɚz,assets_small\streekers.wav
boocoo,bˈuːkuː,assets_small\boocoo.wav
coolibahs,kˈuːlɪbəz,assets_small\coolibahs.wav
toffs,tˈɑːfs,assets_small\toffs.wav
puncta,pˈʌŋktə,assets_small\puncta.wav
swayer,swˈeɪɚ,assets_small\swayer.wav
lampholder,lˈæmfoʊldɚ,assets_small\lampholder.wav
scags,skˈæɡz,assets_small\scags.wav
ablatitious,ɐblɐtˈɪʃəs,assets_small\ablatitious.wav
disfranchising,dɪsfɹˈæntʃaɪzɪŋ,assets_small\disfranchising.wav
aerotaxis,ˌɛɹoʊtˈæksɪs,assets_small\aerotaxis.wav
benitiers,bᵻnˈɪɾɪɹz,assets_small\benitiers.wav
sarracenias,sˌæɹeɪsˈiːniəz,assets_small\sarracenias.wav
chemotaxonomic,kˌiːmoʊtˌæksənˈɑːmɪk,assets_small\chemotaxonomic.wav
hinderingly,hˈɪndɚɹɪŋli,assets_small\hinderingly.wav
sideroad,sˈaɪdɚɹˌoʊd,assets_small\sideroad.wav
protuberated,pɹətˈuːbɚɹˌeɪɾᵻd,assets_small\protuberated.wav
disulfiram,dˈaɪsəlfˌɜːɹæm,assets_small\disulfiram.wav
demerits,dˈɛmɚɹˌɪts,assets_small\demerits.wav
janny,dʒˈæni,assets_small\janny.wav
imperfections,ɪmpɚfˈɛkʃənz,assets_small\imperfections.wav
rowdydows,ɹˈaʊdɪdˌoʊz,assets_small\rowdydows.wav
fugging,fˈʌɡɪŋ,assets_small\fugging.wav
cybersquatter,sˈaɪbɚskwˌɑːɾɚ,assets_small\cybersquatter.wav
resinating,ɹᵻsᵻnˈeɪɾɪŋ,assets_small\resinating.wav
isoperimetry,ˌaɪsoʊpɹˈɪmətɹi,assets_small\isoperimetry.wav
restaging,ɹᵻstˈeɪdʒɪŋ,assets_small\restaging.wav
pinchers,pˈɪntʃɚz,assets_small\pinchers.wav
unspecifiable,ʌnspˈɛsɪfˌaɪəbəl,assets_small\unspecifiable.wav
copy,kˈɑːpi,assets_small\copy.wav
autotrophs,ˌɔːɾoʊtɹˈɑːfz,assets_small\autotrophs.wav
semiologist,sˌɛmɪˈɑːlədʒˌɪst,assets_small\semiologist.wav
rebellow,ɹᵻbˈɛloʊ,assets_small\rebellow.wav
benzin,bˈɛnzɪn,assets_small\benzin.wav
casco,kˈæskoʊ,assets_small\casco.wav
xenomanias,zˌɛnoʊmˈeɪniəz,assets_small\xenomanias.wav
feldschars,fˈɛldʃɑːɹz,assets_small\feldschars.wav
shortstop,ʃˈɔːɹtstɑːp,assets_small\shortstop.wav
dribblet,dɹˈɪblɪt,assets_small\dribblet.wav
premovements,pɹɪmˈuːvmənts,assets_small\premovements.wav
choices,tʃˈɔɪsᵻz,assets_small\choices.wav
batswoman,bˈætswʊmən,assets_small\batswoman.wav
misbelieve,mɪsbᵻlˈiːv,assets_small\misbelieve.wav
reinvolve,ɹˌiːɪnvˈɑːlv,assets_small\reinvolve.wav
semiofficial,sˌɛmɪəfˈɪʃəl,assets_small\semiofficial.wav
rattails,ɹˈæɾeɪlz,assets_small\rattails.wav
turcopolier,tɜːkˈɑːpəliɚ,assets_small\turcopolier.wav
fortifies,fˈɔːɹɾᵻfˌaɪz,assets_small\fortifies.wav
unnobles,ʌnnˈoʊbəlz,assets_small\unnobles.wav
seaboard,sˈiːboːɹd,assets_small\seaboard.wav
schmoozer,ʃmˈuːzɚ,assets_small\schmoozer.wav
